Symbol	Description
0JAW.L	GENERIX EUR0.5
0JCO.L	ALL FOR ONE MIDMARKET AG NPV
0JD3.L	JULIUS MEINL COFFEE INTL. AS EUR0.34 SERIES`3`
0JDI.L	ENERVIT SPA NPV
0JDM.L	
0JDP.L	BABCOCK BORSIG AG(NEW) NPV
0JDU.L	PRECISE BIOMETRICS NPV
0JE5.L	AMERICAN SHIPPING CO ASA NOK10
0JEV.L	OPTION NV NPV
0JEW.L	COLRUYT SA NPV
0JFM.L	ZLATA MONETA II NPV
0JG5.L	ELEKTROBIT OYJ NPV
0JGB.L	LYXOR INTL ASSET MANAGEMENT LYXOR ETF MSCI EMERGING MARKETS
0JGK.L	LYXOR INTL ASSET MANAGEMENT MSCI US TECH MASTER UNIT
0JGL.L	PCI BIOTECH HOLDING ASA NOK3
0JH0.L	REJLERKONCERNEN AB NPV`B`
0JH3.L	UNITED MAILSOLUTIONS HOLDING AG NPV
0JH4.L	SPAR NORD BANK AS DKK10
0JHN.L	PIPIS BROTHERS FARM EUR0.34
0JHR.L	TELEPLAN INTERNATIONAL NV EUR0.25
0JHU.L	PORSCHE AUTOMOBIL HLDG SE NON VTG PRF NPV
0JI3.L	BADGER EXPLORER ASA NOK0.125
0JJJ.L	PROSAFE PRODUCTION USD0.1
0JJM.L	BIOPORTO A/S DKK3
0JJP.L	ACTIA GROUP EUR0.75
0JK4.L	TAG TEGERNSEE IMMO AG NPV
0JLQ.L	SANOMA CORP NPV
0JMU.L	TECHNOTRANS AG NPV
0JN9.L	DSV DKK1
0JNI.L	EUTELSAT COMMUNICATIONS EUR1
0JOD.L	JINHUI SHIPPING & TRANSPORTATION ORD USD0.05
0JOE.L	KUKA AG NPV
0JOI.L	RICOH CO NPV
0JPB.L	KUNERT NON VTG PRF NPV
0JQ4.L	APPLE INC COM STK NPV
0JQI.L	AUDIO VISUAL ENTERPRISES S.A EUR0.7
0JQQ.L	ARCHER-DANIELS-MIDLAND CO COM STK NPV
0JQR.L	ATMEL CORP COM STK USD0.001
0JR1.L	BINDER&CO AG NPV (BR)
0JR2.L	LEONARDO VENTURE KGAA COM NPV
0JR9.L	REINET INVESTMENTS SCA NPV
0JRL.L	KOGEL FAHRZEUGWERK AG NON VTG PRF NPV
0JS2.L	MAGYAR OLAJ-ES GAZIPARE RESZVENYTAR HUF1000
0JSB.L	HOMBURG INVEST INC CLS`A` SUBORD VTG NPV
0JSU.L	SIPEF SA NPV
0JT5.L	MAGYAR OLAJ-ES GAZIPARE RESZVENYTAR HUF1000
0JVS.L	HYPOPORT AG NPV
0JWO.L	ATEA ASA NOK10
0JWR.L	CAPITAL MANAGEMENT REIT-SOFIA BGN1
0JX9.L	MARIMEKKO OY NPV
0JXF.L	PROTECTOR FORSIKRING ASA NOK1
0JXZ.L	GALAPAGOS NV ORD NPV
0JYM.L	MLP AG NPV
0JYZ.L	LOOMIS AB NPV`B`
0JZ0.L	LOVECH-TOURS JSC BGN1
0JZ1.L	RECYCLIRASHTO PREDPRIATIE AD BGN1
0JZ8.L	PINGUINLUTOSA NV NPV
0JZM.L	BAYERISCHE MOTOREN WERKE AG NON VTG PREF EUR1
0JZS.L	LPKF LASER & ELECTRONICS AG NPV
0JZZ.L	VALUE8 NV EUR2
0K11.L	WACKER NEUSON SE NPV
0K2F.L	BILLBOARD AD BGN10
0K2K.L	CBA ASSET MANAGEMENT AD BGN1
0K2P.L	EXPAT BETA REIT-SOFIA BGN1
0K3H.L	
0K4O.L	ICADE (NEW) NPV
0K5E.L	DRAGERWERK AG NON VTG PREF NPV
0K69.L	RENO DE MEDICI SPA EUR0.49 SER`A`
0K6F.L	WINTER AG NPV
0K6O.L	RILKEN S.A. EUR2
0K6R.L	NORDECON INTERNATIONAL EEK10
0K75.L	CLOETTA AB `B`NPV
0K78.L	ASSICURAZIONI GENERALI SPA EUR1
0K7F.L	AURUBIS AG ORD NPV
0K7J.L	ANTENA 3 TELEVISION EUR0.75
0K7U.L	AGFA GEVAERT NV ORD NPV
0K7V.L	AKER ASA SER `A` NOK28
0K7X.L	AUTOLIV INC USD1 SDR
0K80.L	APRIL GROUP EUR0.4
0K82.L	AUTOSTRADA TORINO-MILANO-SPA EUR0.50
0K85.L	AZIMUT HLDG S.P.A ORD NPV
0K8D.L	BOLIDEN AB NPV.
0K8E.L	BANCA POPOLARE DI SONDRIO EUR3
0K8J.L	AREVA(CI) EUR38(CERT D`INVEST)
0K8L.L	CENTRAL EUROPEAN MEDIA ENTERPRISES COM STK USD0.08 CLASS`A`
0K8M.L	CARGOTEC CORPORATION NPV ORD `B`
0K8N.L	BENETEAU EUR0.10
0K8W.L	DERICHEBOURG EUR2
0K91.L	EUROCASTLE INVESTMENT ORD NPV
0K92.L	EDISON SPA EUR1
0K93.L	CREDITO EMILIANO SPA EUR1
0K96.L	GRUPO EMPRESARIAL ENCE SA EUR0.9
0K9A.L	EURONAV NPV
0K9E.L	HELLENIC EXCHANGES HLDGS EUR1.75
0K9H.L	FAES FARMA SA EUR0.1
0K9K.L	FINETOL FINANCNA DRUZBA DD NPV
0K9L.L	FONDIARIA - SAI SPA EUR1 (DI RISP)
0K9N.L	RALLYE EUR3
0K9O.L	GEOX S.P.A. ORD EUR0.1
0K9P.L	GN STORE NORD DKK4
0K9V.L	HAL TRUST CERTS(1 UNIT)
0K9W.L	HUHTAMAKI OYJ `I`NPV
0KA0.L	INGENICO EUR1
0KA3.L	IPSOS EUR0.25
0KAB.L	KKR PRIVATE EQUITY INVESTORS COMMON UNITS
0KAS.L	MEDIQ NV EUR0.25
0KAV.L	ARNOLDO MONDADORI EDITORE SPA EUR0.26
0KB3.L	NEXITY EUR5
0KBI.L	BANCA POPOLARE DELL`ETRURIA LAZIO EUR3
0KBK.L	SEAT-PAGINE GIALLE NPV
0KBL.L	PETROLEUM GEO SERVICES ASA NOK3
0KBQ.L	RATOS AB NPV SER `B`
0KBS.L	RECORDATI EUR0.125
0KBT.L	REDES ENERGETICAS NACIONAIS SGPS SA EUR1
0KBZ.L	REXEL PROMESSES EUR5
0KC4.L	SEA STAR CAPITAL PLC EUR0.04
0KCD.L	SOLARIA ENERGIA Y MEDIO AMBIENTE SA EUR0.01
0KCI.L	SSAB(SVENSKT STAL)AB SER`B`NPV
0KCK.L	STORA ENSO OYJ SER`R`NPV(STOCKHOLM ONLY)
0KCP.L	TESSENDERLO CHEMIE NPV
0KD1.L	TUBACEX EUR0.45
0KDK.L	BARCO(NEW) NPV
0KED.L	INFINEON TECHNOLOGIES AG ORD NPV
0KEF.L	MUNCHENER RUCKVERSICHERUNGS AG NPV(REGD)
0KEH.L	BROOKFIELD ASSET MANAGEMENT INC LIMITED VTG SHS NPV CL`A`
0KEI.L	BAYERISCHE MOTOREN WERKE AG NON VTG PREF EUR1
0KEJ.L	LYXOR INTL ASSET MANAGEMENT ETF DJ STOXX 600 BANKS EUR ACC NAV
0KEQ.L	LYXOR INTL ASSET MANAGEMENT LYXOR ETF LEVERAGED DJ EURO STOXX 50
0KEZ.L	LYXOR INTL ASSET MANAGEMENT LYXOR ETF WORLD WATER
0KF5.L	DAIMLER AG ORD NPV(REGD)
0KFE.L	MUNCHENER RUCKVERSICHERUNGS AG NPV(REGD)
0KFH.L	REVENIO GROUP CORP EUR0.30
0KFU.L	SODIFRANCE NPV (ASNT 08/05/09 HP2M CASH)
0KFX.L	DANONE ORD EUR0.25
0KFZ.L	KOSTENETZ JSC-KOSTENETZ BGN1
0KG0.L	TIETO OYJ ORD NPV
0KG2.L	MAGNAT REAL ESTATE OPPS GMBH & CO NPV (BR)
0KGE.L	BULGARI RESERVE PROPERTIES REIT-SOF BGN1
0KGY.L	BTS GROUP AB NPV`B`
0KHE.L	SONGA OFFSHORE EUR0.11
0KHH.L	GEOX S.P.A. ORD EUR0.1
0KHZ.L	IVG IMMOBILIEN AG NPV
0KI5.L	UPONOR OYJ NPV
0KII.L	SSAB AB SER`A`NPV
0KIZ.L	NEW WAVE GROUP AB SER`B`NPV
0KJ7.L	IBERSOL SGPS SA EUR1
0KJB.L	MAN AG ORD NPV
0KJD.L	MARINA PORTOROC NPV
0KLO.L	PORTUCEL-EMPRESA PRODUTORA DE PASTA EUR1
0KO8.L	ENEA SA PLN1
0KSA.L	POL-AQUA S.A. PLN1
0KSX.L	RUCH S.A. PLN1
0KUR.L	PSI AG ORD NPV
0KUV.L	ATARI EUR1
0KUY.L	PNE WIND AG NPV(REGD)
0KV7.L	TOMRA SYSTEMS ASA NOK1
0KVR.L	KLOEKNER & CO NPV
0KVV.L	EADS(EURO AERONAUTIC DEFENSE SPACE) EUR1
0KX9.L	GLOBAL TENDER BARGES ASA NOK0.60
0KXO.L	PLAMA PUR NPV
0KYY.L	AEGEK SA EUR0.32
0KZA.L	MOTORS LIQUIDATION CO USD1.666
0L8Z.L	CONTEXTVISION AB SEK0.25
0L91.L	GRUPO EMPRESARIAL SAN JOSE SA EUR0.03
0L9E.L	CREDIT SUISSE GROUP CHF0.04
0L9F.L	LUNDIN MINING CORP SDR-EACH REPR 1 COM NPV
0L9G.L	AP MOLLER-MAERSK A/S `B`DKK1000
0L9J.L	QUANMAX AG EUR1
0L9Q.L	FISKARS AB OY NPV
0LAC.L	DEAG DEUTSCHE ENTERTAINEMENT NPV
0LBF.L	VALE SA ADR REPR 1 ORD SHS NPV SPON
0LBM.L	TRASMISSIONE ELETTRICITA RETE NAZIO ORD EUR0.22
0LBN.L	UNIONE DI BANCHE ITALIANE SCPA EUR2.5
0LBY.L	MONTE NPV
0LC3.L	PHYLAXIA 1912 HLDG HUF200
0LC6.L	CPU SOFTWAREHOUSE AG NPV
0LCR.L	FUCHS PETROLUB AG NON VTG PRF NPV
0LCX.L	PETROLEUM GEO SERVICES ASA NOK3
0LD0.L	GDF SUEZ EUR1
0LD1.L	INDUSTRIA MACCHINE AUTOMATICHE(IMA) EUR0.52
0LD5.L	FOURLIS HLDG EUR1
0LLP.L	TISCALI SPA NPV
0LN5.L	HUNTER DOUGLAS NV EUR0.24
0LN7.L	AIR FRANCE - KLM EUR8.50(REGD)
0LNF.L	UNILEVER NV CVA EUR0.16
0LNG.L	KONINKLIJKE PHILIPS ELECTRONICS NV EUR0.20
0LNI.L	EUROCOMMERCIAL PROPERTY NV CVA EUR0.50 (REP 10 SHS)
0LNJ.L	VASTNED RETAIL EUR5
0LNQ.L	BAM GROEP NV(KONINKLIJKE) ORD EUR0.10
0LNT.L	FUGRO NV EUR0.05
0LNU.L	USG PEOPLE NV EUR0.5
0LO3.L	WESSANEN(KONINKLIJKE)NV CVA EUR1(POST CONSOLIDATION)
0LO4.L	WOLTERS-KLUWER NV CVA EUR0.12
0LO6.L	C.S.M NV EUR0.25
0LO8.L	ROYAL BOSKALIS WESTMINSTER GROEP NV EUR0.8
0LO9.L	AMG ADVANCED METALLURGICAL GROUP N. EUR0.02
0LOD.L	REED ELSEVIER NV EUR0.07
0LOE.L	SUPER DE BOER NV ORD EUR1.30
0LP3.L	IMPRESA SGPS SA EUR0.5
0LP5.L	MULINSAR SA SICAV EUR10
0LQ1.L	CONTINENTAL AG NPV
0LQ4.L	KRONES AG ORD NPV
0LQG.L	ASSECO POLAND SA PLN1
0LR2.L	AMPLI PLN1
0LRI.L	JUMBO SA EUR1.4
0LRK.L	BANKIER PLN1
0LRL.L	ULMA CONSTRUCCION SA PLN2
0LRV.L	BUDIMEX PLN5
0LS5.L	NG2 SA PLN0.10
0LS7.L	CIECH SA PLN5
0LS8.L	CENTRAL EUROPEAN DISTRIBUTION CORP COM STK USD0.01
0LSL.L	CYFROWY POLSAT SA PLN0.04
0LTG.L	ENERGOPOL PLN4
0LTI.L	ENERGOMONTAZ POLNOC PLN3.5
0LTM.L	EUROCASH SA PLN1
0LUG.L	INTERNETOWY DOM MAKLERSKI S.A. PLN0.1
0LUS.L	IRENA(HUTA SZKLA)SA PLN3
0LV3.L	GRUPA KETY SA PLN2.5
0LVI.L	LC CORP S.A. PLN1
0LVJ.L	LENA LIGHTING S.A. PLN0.05
0LVK.L	LENTEX PLN2.05
0LVL.L	LPP SA PLN2
0LVV.L	MEWA PLN0.01
0LW9.L	M.W. TRADE S.A. PLN0.1
0LWG.L	NFI JUPITER PLN0.1
0LWH.L	NFI PROGRESS PLN0.10
0LWU.L	NETIA SA PLN1
0LX1.L	OPTIMUS SA PLN1
0LXB.L	POLISH ENERGY PARTNERS SA PLN2
0LXC.L	PEPEES PLN0.06
0LYR.L	STALPRODUKT PLN2 CDFG
0M09.L	ROCKWOOL INTERNATIONAL SER`A`DKK10
0M0A.L	ROCKWOOL INTERNATIONAL `B`SHS DKK10
0M0E.L	ERCROS SA EUR1.60
0M0Q.L	SOS CORPORACION ALIMENTARIA SA EUR1.5025
0M1U.L	DURZHBA RAZGRAD BGN1
0M29.L	BULGARIAN RIVER SHIPPING EAD BGN1
0M2N.L	ORION CORPORATION SER`A`NPV
0M2O.L	ORION CORPORATION SER`B`NPV
0M2Q.L	TELEFONAKTIEBOLAGET LM ERICSSON NPV SER`A`
0M2T.L	KPS AG NPV
0M2V.L	ZOOPLUS AG NPV
0M2Z.L	STATOIL ASA NOK2.50
0M32.L	STORA ENSO OYJ SER`A`NPV(SEK QUOTE)
0M3O.L	THRANE & THRANE DKK20
0M3Q.L	BEFIMMO SCA NPV SICAFI
0M40.L	TALLINK GROUP AS EEK10
0M42.L	FERROVIAL SA ORD EUR0.2
0M5J.L	DET NORSKE OLJESELSKAP ASA NOK0.20
0M69.L	OTP BANK HUF100
0M6I.L	HEIJMANS ORD
0M6J.L	H & H INTERNATIONAL `B` DKK100
0M6P.L	S.E.S.SA FIDUCIARY DR EACH REP 1`A`SHS NPV
0M6S.L	ALLIANZ SE ORD SHS NPV(REGD)
0M8V.L	PHILIP MORRIS INTERNATIONAL INC NPV
0M8Y.L	FORMPIPE SOFTWARE AB NPV
0M9A.L	HANNOVER RUECKVERSICHERUNGS AG ORD NPV(REGD)
0MC5.L	PUBLIC POWER CORP S.A. EUR4.60
0MCB.L	EWORK SCANDINAVIA AB NPV
0MCG.L	HAMBORNER REIT AG NPV
0MCK.L	SVENSKA CELLULOSA AB-SCA SER`B`NPV
0MCY.L	FOTEX HLDGS SE EUR0.42
0MDS.L	ARYZTA AG CHF0.02
0MDT.L	ELECTROLUX AB SER`B`NPV
0MDZ.L	ALTERON REIT VARNA BGN1
0MEC.L	NORDEX AG NPV(POST REVERSE-SPLIT)
0MEL.L	DECEUNINCK NPV
0MET.L	KONECRANES OYJ NPV
0MFA.L	ARISE WINDPOWER
0MFI.L	TIKKURILA OYJ NPV
0MFT.L	BEFIMMO SCA NPV SICAFI
0MFU.L	AGFA GEVAERT NV ORD NPV
0MFW.L	KBC ANCORA CVA NPV
0MFY.L	ARYZTA AG CHF0.02
0MG0.L	AAREAL BANK EUR26
0MG1.L	FIELMANN AG NPV
0MG2.L	HEIDELBERGCEMENT AG NPV
0MG5.L	ELRINGKLINGER AG NPV
0MGB.L	GENMAB AS DKK1(BR)
0MGC.L	NKT HLDG AS DKK20
0MGD.L	JYSKE BANK AS DKK10
0MGE.L	SYDBANK AS DKK10
0MGG.L	KEMIRA OYJ NPV
0MGH.L	CARGOTEC CORPORATION NPV ORD `B`
0MGI.L	OUTOTEC OYJ NPV
0MGJ.L	VICAT EUR4
0MGL.L	M6-METROPOLE TELEVISION EUR0.40
0MGN.L	SECHILIENNE EUR0.0385
0MGO.L	JC DECAUX SA NPV
0MGP.L	BIC EUR3.82
0MGR.L	FAURECIA EUR7
0MGS.L	SEB SA EUR1
0MGV.L	ERAMET EUR3.05
0MGY.L	ILIAD SA EUR0.02
0MH1.L	BUREAU VERITAS EUR0.12
0MH6.L	IPSEN EUR1
0MHC.L	ERG SPA EUR0.10
0MHD.L	ACEA SPA EUR5.16
0MHJ.L	AZIMUT HLDG SPA ORD NPV
0MHM.L	SCHIBSTED ASA NOK1
0MHP.L	DNO INTERNATIONAL ASA NOK0.25
0MHR.L	PETROLEUM GEO SERVICES ASA NOK3
0MHS.L	NORWEGIAN PROPERTY AS NOK25
0MHT.L	PEAB AB SER`B`NPV
0MHU.L	INDUSTRIVARDEN AB SER`C`NPV
0MHW.L	VOLVO(AB) SER`A`NPV
0MHZ.L	SSAB AB SER`B`NPV
0MI0.L	AUTOLIV INC USD1 SDR
0MI3.L	JM AB NPV
0MIL.L	ANDRITZ AG NPV (POST SPLIT)
0MIP.L	CA IMMOBILIEN ANLAGEN AG NPV
0MIU.L	IMMOEAST AG NPV(BR)
0MJ1.L	PALFINGER AG NPV
0MJ9.L	SPARKASSEN IMMOBILIENANLAGEN AG NPV
0MJF.L	VOEST-ALPINE AG NPV
0MJH.L	ZUMTOBEL AG EUR10
0MJK.L	ERSTE GROUP BANK AG NPV
0MJT.L	ANTENA 3 TELEVISION EUR0.75
0MJX.L	AKER ASA SER `A` NOK28
0MJZ.L	ANDRITZ AG NPV (POST SPLIT)
0MK2.L	ATRIUM EUROPEAN REAL ESTATE LTD EUR5
0MK3.L	BINCKBANK NV EUR0.10
0MKA.L	CATALANA OCCIDENTE SA DE SEGUROS EUR0.30
0MKF.L	OCE NV EUR0.50
0MKG.L	OBRASCON HUARTE LAIN SA EUR0.60
0MKH.L	OMV AG NPV
0MKJ.L	PROLOGIS EUROPEAN PROPERTIES UNITS
0MKK.L	OESTERREICHISCHE POST AG NPV
0MKL.L	RAIFFEISEN INTERNATIONAL BANK-HLDG NPV (REGD)
0MKM.L	SLIGRO FOOD GROUP NV EUR0.06
0MKN.L	SMIT INTERNATIONALE EUR2.30
0MKO.L	SOL MELIA S.A. EUR0.20
0MKP.L	STRABAG SE NPV
0MKR.L	TELEKOM AUSTRIA(TA) NPV
0MKS.L	TOMTOM NV NPV
0MKT.L	TECNICAS REUNIDAS EUR0.1
0MKV.L	OESTERREICHISCHE ELEKTRIZITATS AG CLASS`A`NPV
0MKW.L	VISCOFAN ENVOLTURAS CELULOSICAS SA EUR0.30
0MKX.L	VOEST-ALPINE AG NPV
0MKY.L	WAVIN NV EUR0.05
0MKZ.L	WIENERBERGER AG NPV
0ML0.L	SONAE SGPS SA EUR1
0ML1.L	EDP RENOVAVEIS SA EUR5
0ML3.L	MEVAK AS EUR33.19
0MLG.L	ANDRE TRIGANO EUR4
0MLJ.L	
0MLU.L	XACT OMX30 ETF
0MLY.L	SKYEUROPE HOLDING AG EUR1
0MM3.L	CETECO HLDGS NV CVA(PART-EXCH)NLG10
0MM7.L	KPNQWEST EUR0.50 SER`C`
0MMJ.L	TOM TAILOR HOLDING AG NPV
0MMZ.L	LUBELSKI WEGIEL `BOGDANKA` SA PLN5
0MN3.L	POLSKA GRUPA ENERGETYCZNA SA PLN10
0MN5.L	SWORD GROUP EUR1 (POST CONSOLIDATION)
0MNC.L	RTL GROUP NPV
0MNJ.L	DYSON GROUP ORD GBP0.25
0MNK.L	KPNQWEST EUR0.50 SER`C`
0MNL.L	ASSECO SLOVAKIA EUR0.033
0MNN.L	AQUA PLN16
0MNP.L	BORYSZEW PLN0.1
0MNQ.L	CYFROWY POLSAT SA PLN0.04
0MNU.L	MICRONIC MYDATA AB NPV
0MNY.L	BANK SLASKI PLN10
0MO3.L	CENTRAL EUROPEAN DISTRIBUTION CORP COM STK USD0.01
0MOB.L	KEYYO EUR0.32(POST CONSOL)
0MOF.L	AGEAS NV NPV
0MOH.L	TANDBERG ASA NOK1(NEW)
0MOL.L	SAFILO GROUP EUR5
0MOZ.L	BAYERISCHE MOTOREN WERKE AG EUR1
0MP0.L	DEUTSCHE POSTBANK AG NPV
0MP1.L	DEUTSCHE TELEKOM AG NPV(REGD)
0MP2.L	DEUTSCHE EFFECTEN&WECHSEL-BETELL AG NPV
0MPC.L	PENNINE AIM VCT 6 ORD GBP0.01
0MPH.L	DEUTSCHE TELEKOM AG NPV(REGD)
0MPJ.L	GEA GROUP AG NPV
0MPL.L	SGL CARBON SE NPV
0MPM.L	METRO AG NPV
0MPP.L	E.ON AG NPV
0MPQ.L	LEONI AG NPV
0MPR.L	FRESENIUS AG NPV
0MPS.L	VOSSLOH AG NPV
0MPT.L	BRENNTAG AG NPV
0MQ0.L	NORTH MEDIA AS DKK5
0MQ2.L	P/F BAKKAFROST DKK1
0MQ4.L	SETFORGE EUR30
0MQG.L	MICRONIC MYDATA AB NPV
0MR4.L	BYGGMAX GROUP AB NPV
0MR6.L	CHR HANSEN HOLD
0MR7.L	ELEMENT 21 GOLF CO COM STK USD0.01
0MRH.L	AVALON INNOVATION AB SER`B`NPV
0MRI.L	FASHION BOX EUR0.30
0MRL.L	ALITA LTL1
0MRM.L	BANG & OLUFSEN HLDG DKK10 `B`
0MRP.L	HEIDELBERGER DRUCKMASCHINEN AG NPV
0MRS.L	BOIZEL CHANOINE CHAMPAGNE EUR5
0MS5.L	S.A.G.A. EUR7(REGD)
0MSD.L	COMPUGROUP MEDICAL AG NPV
0MSJ.L	TGS NOPEC GEOPHYSICAL CO ASA NOK0.25
0MT1.L	AS ROMA EUR0.15
0MT6.L	STAKEHOLDERS` MOMENTUM INV TST PLC ORD GBP0.25
0MT8.L	DRAEGERWERK AG & CO KGAA RFD 01/01/10
0MTD.L	SWEDISH ORPHAN BIOVITRUM AB NPV
0MTH.L	ALAPIS SA EUR0.30
0MTK.L	INTERVEST OFFICES ORD NPV
0MTQ.L	WAREHOUSING & DISTRIBUTION DE PAUW NPV
0MU2.L	WAREHOUSING & DISTRIBUTION DE PAUW NPV
0MU6.L	BANCA POPOLARE DELL`EMILIA ROMAGNA EUR3
0MUM.L	EDENRED ORD
0MUN.L	IREN SPA EUR1
0MV2.L	FREENET AG NPV
0MV4.L	PHILIP MORRIS(CZ) CZK1000
0MV5.L	VT GROUP ORD GBP0.05
0MV6.L	LAURENT-PERRIER EUR3.8
0MV8.L	TECHNICOLOR SA EUR0.10
0MV9.L	HELLENIC EXCHANGES HLDGS EUR1.75
0MW2.L	STOCKMANN AB(OY) `B`EUR2
0MW7.L	LEGRAND PROMESSE EUR4
0MWI.L	STALLERGENES EUR1
0MWK.L	LINDAB INTL AB NPV
0MYY.L	POWSZECHNY ZAKLAD UBEZPIECZEN SA PLN1
0MYZ.L	STROER OUT-OF-HOME MEDIA AG NPV
0MZX.L	VIENNA INSURANCE GROUP NPV
0N08.L	PANORO ENERGY ASA SEK1.46
0N2C.L	WERELDHAVE BELGIUM NPV
0N2Q.L	BIJOU BRIGITTE NPV
0N2R.L	CHRIST WATER TECHNOLOGY AG NPV
0N2X.L	TAURON POLSKA ENERGIA SA PLN9
0N2Z.L	VOSSLOH AG NPV
0N4I.L	DANIELI & C DI RISP EUR1(NON CV)
0N4Y.L	COLRUYT SA NPV
0N54.L	A2A SPA EUR0.52
0N5H.L	ADLER REAL ESTATE AG NPV
0N5Z.L	ALTAMIR AMBOISE EUR6
0N61.L	AMPLIFON EUR0.02
0N69.L	APRIL GROUP EUR0.4
0N6B.L	ARCADIS NV EUR0.02
0N6K.L	AVANQUEST SOFTWARE SA EUR1
0N6Z.L	BIOTEST AG NPV
0N70.L	BIOTEST AG NON VTG PRF DEM5
0N73.L	BOLSAS Y MERCADOS ESPANOLES EUR3.23
0N75.L	BONDUELLE EUR7
0N7D.L	BURE EQUITY NPV
0N7I.L	CAIRO COMMUNICATIONS EUR0.052
0N7N.L	COMPAGNIE DES ALPES NPV
0N7O.L	COMDIRECT BANK AG NPV
0N8F.L	CEWE COLOR HOLDING AG NPV
0N9F.L	EINHELL GERMANY AG NON VTG PREF NPV
0N9G.L	ENDESA SA EUR1.2(REGD)
0N9K.L	ELMOS SEMICONDUCTOR AG NPV
0N9S.L	ENI EUR1
0N9V.L	ESSO(FRANCAISE) EUR7.65
0N9W.L	NETGEM NPV
0N9Z.L	EVS BROADCAST EQUIPMENT NPV
0NB9.L	HAKON INVEST AB NPV
0NBD.L	HEINEKEN HLDG ORD EUR1.6
0NBI.L	HAMBURGER HAFEN UND LOGISTIK AG NPV (REGD)
0NBX.L	IFIS EUR1
0NC0.L	IMMOBEL NPV
0NC5.L	INVESTOR AB SER`A`NPV
0NC6.L	INVESTOR AB SER`B`NPV
0NCA.L	IVU TRAFFIC TECHNOLOGIES AG NPV
0NCV.L	LENZING AG NPV
0ND2.L	LPKF LASER & ELECTRONICS AG NPV
0ND3.L	LANDI RENZO SPA EUR0.10
0ND5.L	LUNDBECK(H) A/S DKK5
0NDA.L	MANITOU EUR1
0NDP.L	MLP AG NPV
0NDV.L	MORPHOSYS NPV
0NE1.L	MEDIASET SPA EUR0.52
0NEB.L	NEWAYS ELECTRONICS INTERNATIONAL EUR0.50
0NES.L	ORIOLA-KD CORPORATION SER`B`NPV
0NEX.L	ORPEA EUR2.5
0NF3.L	PAION AG NPV(BR)
0NFS.L	ESPRINET EUR0.15(POST SUBDIVISION)
0NG6.L	ADENOR GROUP NPV(POST SPLIT)
0NGP.L	HOME INVEST BELGIUM NPV
0NHV.L	RECTICEL NPV
0NI1.L	RHEINMETALL AG NPV
0NIF.L	SMA SOLAR TECHNOLOGY AG NPV (BR)
0NIJ.L	SAES GETTERS EUR0.52
0NIK.L	SAES GETTERS DI RISP  EUR0.52 NC
0NIQ.L	SARTORIUS NPV
0NIR.L	SARTORIUS NON VTG PFD NPV
0NIS.L	SBM OFFSHORE N.V. EUR0.25
0NJ5.L	SAFILO GROUP EUR5
0NJQ.L	SOPRA GROUP EUR4
0NKL.L	TELEKOM AUSTRIA(TA) NPV
0NL1.L	TEPLA ORD NPV
0NL3.L	TRELLEBORG AB SER`B`NPV
0NLY.L	VERBIO VEREINIGTE BIOENERGIE AG NPV
0NM7.L	VIRBAC EUR1.25
0NMI.L	VTG AG NPV
0NMK.L	VESTAS WIND SYSTEMS DKK1
0NMR.L	WERELDHAVE NV EUR10
0NMU.L	WOLTERS-KLUWER NV CVA EUR0.12
0NNF.L	ALFA LAVAL AB NPV
0NNR.L	LUNDIN PETROLEUM AB NPV
0NO0.L	STOREBRAND ASA `A`NOK5
0NO1.L	TKH GROUP CVA EUR0.25
0NO6.L	AMPER SA EUR1(REGD)
0NOF.L	PROCTER & GAMBLE CO COM STK NPV
0NOL.L	ADVA AG NPV
0NP8.L	ADP PROMESSES EUR3
0NP9.L	AIXTRON AG ORD NPV
0NPH.L	CARREFOUR EUR2.5
0NPL.L	CHRISTIAN DIOR EUR2
0NPP.L	DSM NV EUR1.50
0NPT.L	EIFFAGE EUR4
0NPV.L	GAS NATURAL SDG SA EUR1
0NPX.L	IMERYS SA EUR2
0NQ2.L	MAPFRE SA ORD EUR0.10
0NQ5.L	NEOPOST EUR1
0NQ9.L	PEUGEOT SA EUR1
0NQC.L	PANDORA A/S DKK1
0NQE.L	PUMA AG NPV
0NQF.L	RENAULT(REGIE NATIONALE DES USINES) ORD EUR3.81
0NQG.L	REPSOL YPF SA EUR1
0NQH.L	RHOEN KLINIKUM AG ORD NPV
0NQM.L	VINCI EUR2.5
0NQP.L	SNAM RETE GAS EUR1
0NQT.L	TELEVISION FRANCAISE(T.F.1) EUR0.20
0NR1.L	VERBUND AG CLASS`A`NPV
0NR2.L	VALLOUREC(USIN A TUB DE LOR ESCAUT) EUR2
0NR4.L	WACKER CHEMIE AG NPV
0NR7.L	ZARDOYA-OTIS EUR0.10
0NRE.L	ENEL SPA EUR1
0NRG.L	BILFINGER BERGER SE NPV
0NRN.L	CATALANA OCCIDENTE SA DE SEGUROS EUR0.30
0NRV.L	SUEZ ENVIRONNEMENT CO EUR4
0NS1.L	ZAKLADY AZOTOWE W TARNOWIE SA PLN5
0NSS.L	MARR EUR0.5
0NTI.L	GERRESHEIMER GROUP NPV
0NTM.L	OESTERREICHISCHE POST AG NPV
0NTU.L	ELIA SYSTEM OPERATOR NPV
